image_path,clean_class
data\raw\tomato\Tomato___healthy\7bb3bc73-873b-454c-82cf-a12cb0eb37fc___RS_HL 0206.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\537465e6-a88a-44d9-aa89-4e3877cee904___RS_Late.B 5433.JPG,Tomato
data\raw\tomato\Tomato___healthy\c458d9e4-15b1-41f4-a93b-020d915afd0c___RS_HL 9884.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\33b5c25b-ab14-4b22-a7f0-764b2070b2d7___GHLB2 Leaf 8670.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ad58f6d7-db62-4701-a734-85c0d0fd0007___GHLB2 Leaf 8548.JPG,Tomato
data\raw\tomato\Tomato___healthy\cbdb596e-46a9-4d85-9adf-550b8d2bd7ae___RS_HL 0340.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\f6ddeb19-8aa3-40f5-8b60-b2f404f13407___RS_Erly.B 7705.JPG,Tomato
data\raw\tomato\Tomato___healthy\68e18442-2f1d-458d-b1ef-865c7390622c___RS_HL 9919.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\46b29233-cfd6-47d0-99b5-504a4df17bbf___RS_Late.B 5350.JPG,Tomato
data\raw\tomato\Tomato___healthy\6900666d-da67-433d-a8bd-5a131c7ea4a9___GH_HL Leaf 467.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\e1fa1e4a-7259-496f-8066-79678f36f3e8___GHLB2 Leaf 8593.JPG,Tomato
data\raw\tomato\Tomato___healthy\5fdf7f4f-4847-4492-bda8-01995d192e75___GH_HL Leaf 405.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\25de48a3-1b15-42cd-9e6c-795207f252c8___RS_Late.B 5237.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\762585ed-e09c-43c8-8297-8b6ef503ecb0___RS_Erly.B 7420.JPG,Tomato
data\raw\tomato\Tomato___healthy\43f6d6f0-be8e-4120-8c86-fad3bcfd5c03___RS_HL 0180.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\cd3a1b72-2538-4ed0-9b04-6485b4f0ab0c___RS_Late.B 7149.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\92df4dc7-e952-4454-9fed-a7897d16903b___RS_Erly.B 6448.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\4c524fa6-db92-41e1-8d32-84732f78343f___RS_Erly.B 7768.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\352ced01-4645-44e5-bc3e-1b7172deb883___RS_Erly.B 7758.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\af7021ea-5138-4b6f-9ee5-c05daf993791___GHLB2 Leaf 77.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\78b86a00-59ee-4e29-865c-c7cbf42dd9dd___GHLB2 Leaf 8715.JPG,Tomato
data\raw\tomato\Tomato___healthy\4e3e2f5a-04a7-4142-aad1-acfa13344e33___GH_HL Leaf 358.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\29fb6588-a368-4143-9cdd-8a131f0d50f4___RS_Erly.B 7779.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\24364b4f-3f9f-4166-860d-34a938d3d630___RS_Late.B 4986.JPG,Tomato
data\raw\tomato\Tomato___healthy\79e298b2-32c5-40c6-abb7-67bb7f174751___GH_HL Leaf 391.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\955e9314-b03b-4f51-afdf-9b5f44e2edce___GHLB2 Leaf 9043.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\aa25e72b-b191-4fa8-99d6-6a8cbefbcaf4___RS_Late.B 6277.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\5fc7639c-d04d-40bc-bbd3-68bf11183ed9___RS_Erly.B 7745.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\815fb4d0-7902-45a2-a7c7-2ee400a2e25a___RS_Erly.B 7646.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\10020ad2-c9bc-448b-a2de-7a8d34796f96___GHLB_PS Leaf 2.1 Day 13.jpg,Tomato
data\raw\tomato\Tomato___healthy\4ce6844e-2a92-47aa-9115-0eb1a9a0611c___GH_HL Leaf 464.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\5bcb328c-9fa4-4abf-a3b6-8a015ada7d94___RS_Erly.B 7476.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\cd11a26c-4833-4829-b6b7-29b03bc8df4d___RS_Late.B 5615.JPG,Tomato
data\raw\tomato\Tomato___healthy\0d91db63-181b-4c3a-939b-181cc812e466___RS_HL 0308.JPG,Tomato
data\raw\tomato\Tomato___healthy\b66ce067-f338-4ae5-8f62-578ce164456a___RS_HL 0610.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\0c3153b2-0e64-41b6-902a-66eafbf7cae6___GHLB Leaf 4.1 Day 1.JPG,Tomato
data\raw\tomato\Tomato___healthy\ae0ad0c2-8693-4aff-8c4b-2f4d2d6f7f41___RS_HL 0454.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\eed6f6bd-c665-4839-9c91-aa545bbbc202___RS_Late.B 5618.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\cebd5337-bb61-4454-93da-bba4169f0802___GHLB2 Leaf 145.JPG,Tomato
data\raw\tomato\Tomato___healthy\45a1a63e-d00e-434d-b1b8-5b14dcde5b1e___GH_HL Leaf 250.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\deed458f-ec5b-46c7-9658-c005cf90fc11___RS_Erly.B 7480.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\3943d2dd-ffb8-43db-a59d-db7af654aecf___GHLB_PS Leaf 51.1 Day 18.jpg,Tomato
data\raw\tomato\Tomato___Early_blight\e084577f-bb13-4baf-8384-2b37eb430236___RS_Erly.B 7673.JPG,Tomato
data\raw\tomato\Tomato___healthy\9dfa9d89-0a19-4e22-81c1-07c54a21f982___RS_HL 9768.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\e626a672-48b8-490d-8314-a70ff37153f4___RS_Erly.B 7467.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\e5f8bd02-fa52-4ba0-9074-cb7618adacda___RS_Erly.B 9617.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\62394305-3fca-4782-ad4a-b5670fcfac61___RS_Erly.B 7395.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\cf3cffb2-f822-402d-90b9-d1df870c13f3___RS_Erly.B 7741.JPG,Tomato
data\raw\tomato\Tomato___healthy\b840daeb-319f-4cf3-b2a0-3010387fd5d3___GH_HL Leaf 493.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\35bf2b79-f0c4-471c-95ee-2f32df6b8dc6___GHLB2 Leaf 8854.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a93a7ca0-3ed4-4d86-9441-49a6d605c26d___GHLB_PS Leaf 26 Day 9.jpg,Tomato
data\raw\tomato\Tomato___Late_blight\3fae9c64-18f0-4a67-9f97-554248bb1bed___GHLB_PS Leaf 24 Day 16.jpg,Tomato
data\raw\tomato\Tomato___Early_blight\73f4d791-745e-49b8-82d8-e29b24ddd0e5___RS_Erly.B 7593.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\b68b50e0-52b1-4ba0-98df-8080ffaf3a70___GHLB_PS Leaf 26 Day 16.jpg,Tomato
data\raw\tomato\Tomato___healthy\35f9364b-1ec2-42ee-99f4-3cdeda433f92___RS_HL 9778.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\997f68ef-5b78-40e8-a2d2-a91f304cd9c5___RS_Late.B 4944.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\b5f3f7a5-26ab-4696-b94e-9f2d7c472254___RS_Late.B 6074.JPG,Tomato
data\raw\tomato\Tomato___healthy\e1571f83-5f00-4653-a176-2033f27405fa___GH_HL Leaf 353.JPG,Tomato
data\raw\tomato\Tomato___healthy\dbbde73f-e630-4799-9a08-37bd5602f1b2___GH_HL Leaf 208.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ff735d59-0023-4c97-853c-ff4083ba96d6___RS_Late.B 6263.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\08a723e4-6b51-4395-8013-b1f3f03709b8___GHLB2 Leaf 8967.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\7a48f790-80f5-4d75-bd49-3c42e8c92fb6___RS_Late.B 4844.JPG,Tomato
data\raw\tomato\Tomato___healthy\b2497a4d-6951-46d3-810b-7072e908eea9___RS_HL 9907.JPG,Tomato
data\raw\tomato\Tomato___healthy\003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\630ad26e-4c4e-4cfa-aa4c-75b54b5e6395___RS_Erly.B 7658.JPG,Tomato
data\raw\tomato\Tomato___healthy\0864ab65-d40d-4902-8213-09df86cf049e___GH_HL Leaf 400.JPG,Tomato
data\raw\tomato\Tomato___healthy\5c23afc6-7236-4f07-adcd-61b1f69e3fb2___RS_HL 9801.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a9b6997c-b2bd-4938-aa5f-492ae0cc8431___RS_Late.B 5063.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\7dbd4aab-b307-435c-90bb-7a358eba9814___RS_Late.B 6617.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\d0efac0c-12e0-4481-bf88-a99d9407b31b___RS_Erly.B 6466.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\9e633823-3dde-450c-8172-733021e4dff0___RS_Late.B 6414.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\049dbcab-de65-4f09-9b1b-e59886f56f2e___RS_Late.B 5141.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\a8cade96-090a-4dcd-bc79-d13a4046370d___RS_Erly.B 7721.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\4241f3aa-06c9-433a-91ef-97061a03dfae___RS_Late.B 4985.JPG,Tomato
data\raw\tomato\Tomato___healthy\b67b2bfe-af4a-45ce-8df0-ab679ac9c559___RS_HL 9797.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\558681eb-ad2c-4c93-a347-c140f7e4517a___GHLB2 Leaf 116.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\c73fd35a-bc55-46c3-baf3-a943a6e396c5___RS_Erly.B 9563.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\51f589f7-d843-4d5d-8c5a-385951f58865___RS_Erly.B 9424.JPG,Tomato
data\raw\tomato\Tomato___healthy\32beeb9a-49d5-4ffe-bee0-216779e4306e___RS_HL 0327.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ab503aa2-fb87-44a5-97f9-f2dd80c1697d___GHLB2 Leaf 8647.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ada20abd-9779-4e32-b331-1ba7b490b36e___GHLB2 Leaf 92.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a20b95be-e0c6-4cd4-b8ec-fa955d9eb01d___GHLB2 Leaf 9045.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ad90bf43-648e-479e-8256-5e4d628cfa36___RS_Late.B 7134.JPG,Tomato
data\raw\tomato\Tomato___healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\cf848353-3cc5-4d85-95ae-453c7da065f4___RS_Late.B 6756.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\e0cf0b07-8ee9-406e-a7fb-5410ba7c84b7___GHLB2 Leaf 8630.JPG,Tomato
data\raw\tomato\Tomato___healthy\a3ebf7f9-543d-4df9-a09f-013ef8dd7760___RS_HL 9662.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\b96d76c8-4ad5-4bfb-bb21-faed3215583e___GHLB2 Leaf 8723.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\bf6cc0d5-0c8c-4a49-80d1-970c3e691073___RS_Late.B 4987.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\e0f7927f-2310-4db1-92cf-cb89a3e14678___RS_Erly.B 7848.JPG,Tomato
data\raw\tomato\Tomato___healthy\cf4431f9-8b69-46dd-80fb-732f1a652027___RS_HL 0510.JPG,Tomato
data\raw\tomato\Tomato___healthy\303db099-b4e0-4c12-801d-cf501857075a___RS_HL 9942.JPG,Tomato
data\raw\tomato\Tomato___healthy\84b9dbb3-98bb-48b0-893f-74627840a2b9___GH_HL Leaf 225.JPG,Tomato
data\raw\tomato\Tomato___healthy\1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b7b39e7d-16ca-4b55-9b3a-9bd68b746055___RS_Erly.B 7386.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\c49f101c-9495-4a82-aabe-5f3adb220ef0___RS_Late.B 6597.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\938a5ed3-127f-4e05-8e96-9d2225d094c7___GHLB2 Leaf 8784.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417.JPG,Tomato
data\raw\tomato\Tomato___healthy\a20a5c58-38e3-4fe3-8bdb-1ce02169a6a3___RS_HL 0512.JPG,Tomato
data\raw\tomato\Tomato___healthy\387dd4db-733b-4d6a-b87e-77ab2f2890a8___RS_HL 9866.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\5d89c2ab-31d9-4f0a-bd00-2c2475b2a037___RS_Erly.B 9377.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\496e8f67-eec4-47be-9c37-b7e8fd4cf230___RS_Erly.B 7743.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\f8afeeda-7bed-422b-8535-67e221372eb7___RS_Late.B 5315.JPG,Tomato
data\raw\tomato\Tomato___healthy\77cd9b9e-9115-46ea-9c85-9744f1793b32___RS_HL 9699.JPG,Tomato
data\raw\tomato\Tomato___healthy\9a5d3900-8707-4088-8ec0-1fad45d8bd11___GH_HL Leaf 339.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\58c55232-ea2b-4ca9-9893-5f2f610969db___RS_Late.B 5448.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\addfb0ca-2f18-4ed6-94e9-192ea15bf9e8___RS_Late.B 5616.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\20a276c8-90b5-475f-811b-1d63f34f1c10___RS_Erly.B 9551.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\68f9f67d-e84a-4551-871c-7b56aab9defc___RS_Erly.B 7693.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\4462526f-af54-4342-8f7d-56f5a6052e9b___GHLB2 Leaf 111.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\16c1763a-8e49-436c-865e-be56d8dadf4f___GHLB2 Leaf 9107.JPG,Tomato
data\raw\tomato\Tomato___healthy\063d05a7-1a53-4631-818d-44b34126974e___GH_HL Leaf 453.JPG,Tomato
data\raw\tomato\Tomato___healthy\6c5ad7e4-a826-40af-abf9-0a9e6346e656___RS_HL 0196.JPG,Tomato
data\raw\tomato\Tomato___healthy\a0285527-98c1-40b7-992b-404644387ad8___GH_HL Leaf 509.4.JPG,Tomato
data\raw\tomato\Tomato___healthy\47b93075-4991-4f6a-8510-5fe75a73567f___RS_HL 9719.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\d4f41a97-4705-48e0-9707-2deeb12e4ef6___GHLB Leaf 8 Day 6.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a647b254-deb0-427d-89e4-05eedfeeffea___RS_Late.B 5106.JPG,Tomato
data\raw\tomato\Tomato___healthy\c0b3ea2d-4889-4693-8590-cef2d32b81e3___RS_HL 0370.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\dc474f67-5e4c-4c60-b1fd-aaafea2bc34c___RS_Erly.B 9519.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\9ec534c9-70e3-43de-876e-3bfd87ef324c___RS_Late.B 5163.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\93ac9f1d-6694-44db-ad77-b9b8470cab1b___GHLB2 Leaf 8796.JPG,Tomato
data\raw\tomato\Tomato___healthy\39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\d204ed67-ae0c-40fa-84a4-0e7ef9bca62d___RS_Erly.B 8432.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\b9acddbe-1fc4-44a8-9802-91f0d9f57e22___RS_Late.B 5026.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ccbeb4a7-7a15-4246-9ffa-1807e58b3afc___RS_Late.B 4849.JPG,Tomato
data\raw\tomato\Tomato___healthy\8d39c92d-db17-4a32-a350-1fa670fe2268___GH_HL Leaf 224.JPG,Tomato
data\raw\tomato\Tomato___healthy\99736699-54e4-4c14-bcce-6c249444e156___RS_HL 0165.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b559ff8f-efd7-4897-8596-69447c2e6b89___RS_Erly.B 6409.JPG,Tomato
data\raw\tomato\Tomato___healthy\388c05b0-964f-40e1-9319-2466a4021311___GH_HL Leaf 479.4.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\31514f29-0b4c-4d5a-bd8b-cb0e1264bf48___RS_Late.B 6087.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\913a9ecb-2dad-4a37-8e5e-e97a1aa2b8a1___RS_Late.B 5327.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\728bec30-bf7b-40f0-abb5-cf6a78d018da___GHLB2 Leaf 8817.JPG,Tomato
data\raw\tomato\Tomato___healthy\414359b9-153b-4985-bfe0-eaf22f7ff6ab___RS_HL 0062.JPG,Tomato
data\raw\tomato\Tomato___healthy\0eb4ba9a-6626-4e46-b561-c226b495073d___RS_HL 9862.JPG,Tomato
data\raw\tomato\Tomato___healthy\7890f4dc-0c55-454b-ab23-3b25d3d973c4___GH_HL Leaf 366.1.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b0f9d534-0c29-4185-bdd1-43b83dc586f8___RS_Erly.B 6453.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\226a2cf0-d065-492d-93bf-502dae8aca94___RS_Late.B 6417.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\d934ba74-0149-457f-b5e7-c11d595f285e___RS_Erly.B 7365.JPG,Tomato
data\raw\tomato\Tomato___healthy\3dd714a8-5c95-4d47-a9d0-0ac15a499c2c___RS_HL 0386.JPG,Tomato
data\raw\tomato\Tomato___healthy\13688c77-f2ad-4f7c-972c-99d70652fac6___RS_HL 0458.JPG,Tomato
data\raw\tomato\Tomato___healthy\10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235.JPG,Tomato
data\raw\tomato\Tomato___healthy\930bcd42-1c53-414c-94e5-8b270920ed68___RS_HL 0156.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\b96efa85-1d48-4a5e-9c80-4b1848182c93___RS_Late.B 6961.JPG,Tomato
data\raw\tomato\Tomato___healthy\92c06519-cec4-4091-9ae1-5ea8b56c89cd___GH_HL Leaf 525.JPG,Tomato
data\raw\tomato\Tomato___healthy\bc0e8e3d-0cd4-4650-ac73-c099a0b75d4e___GH_HL Leaf 426.1.JPG,Tomato
data\raw\tomato\Tomato___healthy\71c4512d-05ba-456f-ba4e-f2861b7e7837___RS_HL 0390.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\f93578b3-4b98-4b13-95c3-495c656963f4___RS_Erly.B 8340.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\3a8ed6b0-1566-4ab1-b0e2-6a670dfca65a___RS_Erly.B 7653.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\8938dd69-1d88-4885-8a20-b0db3ab84817___RS_Late.B 5417.JPG,Tomato
data\raw\tomato\Tomato___healthy\062c4b5a-59d7-4bc8-a1d0-abdeb6fc9c0e___RS_HL 0295.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\c29f66a1-5df9-4bd7-a6cd-89a0d4a4cba5___RS_Erly.B 9608.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13.jpg,Tomato
data\raw\tomato\Tomato___Early_blight\e56354a5-5e3f-4ed6-bfe5-3c783a32dc98___RS_Erly.B 9413.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\30901e71-e656-4e7e-b3ec-0f813c307b88___RS_Erly.B 9396.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\906f1ca6-2923-40c2-a924-5486fc3d7ba0___RS_Erly.B 9444.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\e1d00dcb-f2cb-41ca-8a45-a46c43e7c90e___GHLB2 Leaf 8697.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\30f2c918-bb60-4d4f-b171-7fecdfac7cac___RS_Erly.B 9543.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\a8844870-0efc-494c-af8c-d5c94fd619f3___RS_Erly.B 7756.JPG,Tomato
data\raw\tomato\Tomato___healthy\460909e5-dd8c-48f9-9a06-6daa2b3d0529___RS_HL 0341.JPG,Tomato
data\raw\tomato\Tomato___healthy\5ecf00da-161c-4e2f-a525-b9223adce0b6___GH_HL Leaf 252.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\65911337-0263-4cfa-a89d-9acf3f5eb39a___GHLB2 Leaf 8681.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\a6abb0cb-af59-4136-a928-f08d5313ae36___RS_Erly.B 7561.JPG,Tomato
data\raw\tomato\Tomato___healthy\4f5dde42-a6ac-4886-8b9e-a944568ace95___RS_HL 0080.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\18ab423e-c11a-4800-a84b-4598f08560d8___RS_Late.B 6571.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\d42db004-b176-449f-9290-061fb92738d2___RS_Late.B 7139.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\3e01dcb7-e660-4403-861a-59a44d572565___GHLB Leaf 2 Day 7.JPG,Tomato
data\raw\tomato\Tomato___healthy\e1400c81-62df-44b6-97fd-e210b66dae0b___RS_HL 9672.JPG,Tomato
data\raw\tomato\Tomato___healthy\e2869c8b-aedf-4074-bb99-28e6ed2b4223___RS_HL 9673.JPG,Tomato
data\raw\tomato\Tomato___healthy\b3ff240c-bcdd-4926-9e87-c515cd6c2971___GH_HL Leaf 409.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\517a9ea3-3465-4855-997e-dde30e566ab3___GHLB_PS Leaf 15 Day 7.jpg,Tomato
data\raw\tomato\Tomato___healthy\0c4b06d5-4053-44fc-99b6-504934fdd3a9___GH_HL Leaf 199.1.JPG,Tomato
data\raw\tomato\Tomato___healthy\4a077dcb-30be-4f8d-9dc9-00f3874b1676___GH_HL Leaf 465.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\c9e551e1-6732-49e5-898e-a8dfbcc7b0c3___RS_Late.B 4959.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\4ceb4156-66d9-4405-9472-82a35f0fa245___GHLB2 Leaf 8662.JPG,Tomato
data\raw\tomato\Tomato___healthy\64b5d77e-2b06-461d-94f9-5f15250a7e77___GH_HL Leaf 505.1.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\017a9839-6097-45aa-85b0-3051db151484___RS_Late.B 5125.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\3dab5935-91ca-489d-b4f4-127300fc527e___RS_Erly.B 6342.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\02fe963e-7c68-4fd3-9f8f-36bf9e153c20___GHLB2 Leaf 8581.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\3956f2c5-b3a4-49a4-8612-c7003d62698b___RS_Late.B 6287.JPG,Tomato
data\raw\tomato\Tomato___healthy\42ae0091-fbfd-43e6-8a48-805051f770a0___RS_HL 0463.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\c10623b4-33fe-458c-9d8e-d9a74fb74a6a___RS_Erly.B 7450.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\979c7630-3f70-4b8e-80eb-cbcc479e8220___RS_Late.B 5019.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ee0c6d7f-7728-406b-b715-67ba31384954___RS_Late.B 5293.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a4dd9b8a-c4bc-40c2-87f2-686a36789b2c___RS_Late.B 5500.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892.JPG,Tomato
data\raw\tomato\Tomato___healthy\ca4e96c1-9bf0-49fb-804f-c895905c0584___GH_HL Leaf 210.2.JPG,Tomato
data\raw\tomato\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836.JPG,Tomato
data\raw\tomato\Tomato___healthy\3e6c73ad-cfcb-4614-b927-150c2c642c9e___RS_HL 0074.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\2d7fa670-2828-440e-aba2-1f7a843988ea___GHLB2 Leaf 8869.JPG,Tomato
data\raw\tomato\Tomato___healthy\06040967-7b02-43b5-a3fc-4490a9a7ded6___RS_HL 0508.JPG,Tomato
data\raw\tomato\Tomato___healthy\676eaef6-b16c-4f13-a39d-86c22f64da83___GH_HL Leaf 356.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\a2ec9710-99ea-4dc5-a88c-69974e0557dc___RS_Erly.B 9412.JPG,Tomato
data\raw\tomato\Tomato___healthy\7f80c0af-c88f-40ec-be87-14d7595248d8___RS_HL 9721.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\9768e99b-26dd-4295-bac6-a374dc1360be___RS_Late.B 6569.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\a02557d9-976b-4b21-8318-aecef263f90c___GHLB2 Leaf 8649.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\ceec7525-b67e-43fc-8967-77d57133afba___RS_Late.B 5586.JPG,Tomato
data\raw\tomato\Tomato___Early_blight\b5183a61-b8c0-489e-8d38-46fa5e240d34___RS_Erly.B 9461.JPG,Tomato
data\raw\tomato\Tomato___healthy\4935c405-26c7-4e53-b6cf-0f4dcc798504___RS_HL 9730.JPG,Tomato
data\raw\tomato\Tomato___Late_blight\434242f4-5988-41b8-9ab3-375b76b31766___RS_Late.B 6497.JPG,Tomato
