image_path,clean_class
data\raw\potato\Potato___Early_blight\ef722b35-2ab8-409d-a971-b3a853a72cb3___RS_Early.B 7184.JPG,Early Blight
data\raw\potato\Potato___Late_blight\5ec337d4-aff8-4174-bae6-72c246db3ce0___RS_LB 3175.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a6623827-bcdc-40ed-81e6-5cde1a1da997___RS_LB 3179.JPG,Late Blight
data\raw\potato\Potato___Late_blight\dae7db93-d197-4616-a16b-5dcc59058bc2___RS_LB 3178.JPG,Late Blight
data\raw\potato\Potato___Late_blight\f5f41985-23db-4902-96a1-db4d7f95a26a___RS_LB 3177.JPG,Late Blight
data\raw\potato\Potato___Early_blight\7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b2e6d502-8a02-4493-ae91-34bad50b6040___RS_Early.B 7537.JPG,Early Blight
data\raw\potato\Potato___Early_blight\e00d7014-a909-4d98-892b-da96a2be9a2e___RS_Early.B 7535.JPG,Early Blight
data\raw\potato\Potato___Early_blight\e57ca76e-a4c3-40f2-a673-9f48b3b357ae___RS_Early.B 7539.JPG,Early Blight
data\raw\potato\Potato___Late_blight\20e59080-5a86-4aa8-b5b1-d886a4b273b7___RS_LB 3165.JPG,Late Blight
data\raw\potato\Potato___Late_blight\3d4ddc33-b13b-4f7e-8689-1cf82532ef8e___RS_LB 3162.JPG,Late Blight
data\raw\potato\Potato___Late_blight\49d18379-215d-427e-8662-9cde649d4a33___RS_LB 3163.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d752ca70-320b-4d33-970f-8f3eead9141e___RS_LB 3166.JPG,Late Blight
data\raw\potato\Potato___Early_blight\24a34259-1c47-4e87-ac83-5decf37b42e4___RS_Early.B 6896.JPG,Early Blight
data\raw\potato\Potato___Early_blight\2c310eaf-dbf4-4e8f-a8d8-ed8e0b51067a___RS_Early.B 6897.JPG,Early Blight
data\raw\potato\Potato___Early_blight\e6d7262c-803d-4346-a36d-4f384196e21c___RS_Early.B 6893.JPG,Early Blight
data\raw\potato\Potato___Early_blight\fc1ab935-21b3-42e7-a870-02fd71c5d845___RS_Early.B 6894.JPG,Early Blight
data\raw\potato\Potato___Early_blight\048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845.JPG,Early Blight
data\raw\potato\Potato___Early_blight\4857420e-b28e-4bb5-aa03-5e333cf27af0___RS_Early.B 6847.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b6b036b0-6869-48b8-b861-a6a85d1b2b97___RS_Early.B 6850.JPG,Early Blight
data\raw\potato\Potato___Early_blight\f6d8c094-970c-41c5-9f5d-3ded7c8f7b15___RS_Early.B 6846.JPG,Early Blight
data\raw\potato\Potato___Early_blight\0182e991-97f0-4805-a1f7-6e1b4306d518___RS_Early.B 7015.JPG,Early Blight
data\raw\potato\Potato___Early_blight\0d987d4a-26bc-4f74-8a16-12f8969dfed8___RS_Early.B 7013.JPG,Early Blight
data\raw\potato\Potato___Early_blight\3db185d7-7c05-42f9-b508-7a3883e50660___RS_Early.B 7011.JPG,Early Blight
data\raw\potato\Potato___Early_blight\49f13f57-6881-4caa-839b-d93215ce1b77___RS_Early.B 7009.JPG,Early Blight
data\raw\potato\Potato___Late_blight\62d41420-8e32-47d2-9a37-698c07f7dc16___RS_LB 2543.JPG,Late Blight
data\raw\potato\Potato___Late_blight\9933b288-b5fe-4cbf-a9fa-58ef769b6f7c___RS_LB 2540.JPG,Late Blight
data\raw\potato\Potato___Late_blight\b9474ec5-5a67-4207-98ec-5671c19f8f59___RS_LB 2545.JPG,Late Blight
data\raw\potato\Potato___Late_blight\f7936082-7315-477d-9710-529a7024b32d___RS_LB 2546.JPG,Late Blight
data\raw\potato\Potato___Late_blight\31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,Late Blight
data\raw\potato\Potato___Late_blight\8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ae80781d-725e-486e-9677-4149b0d751ef___RS_LB 5442.JPG,Late Blight
data\raw\potato\Potato___Late_blight\dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4cd2f7ef-e3aa-4b2a-b382-6fea00bfd070___RS_LB 5006.JPG,Late Blight
data\raw\potato\Potato___Late_blight\6ecc23ac-9aed-47bb-8ee5-76574de85872___RS_LB 5010.JPG,Late Blight
data\raw\potato\Potato___Late_blight\8c3c1c3f-5cf0-4daa-9267-243cf1b47927___RS_LB 5005.JPG,Late Blight
data\raw\potato\Potato___Late_blight\b57c6336-3be6-4021-b240-8547da86d218___RS_LB 5007.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4a34ce1c-9fde-4707-947a-58432a695741___RS_LB 3277.JPG,Late Blight
data\raw\potato\Potato___Late_blight\5a42a288-8be0-4985-9ca5-105f75c8ee01___RS_LB 3275.JPG,Late Blight
data\raw\potato\Potato___Late_blight\6d51bd53-2556-410c-b151-547c83a06287___RS_LB 3276.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d2ff230f-99a5-4dc5-968c-246d772788af___RS_LB 3279.JPG,Late Blight
data\raw\potato\Potato___Early_blight\4f20f0e5-b870-414c-99a0-136575a61ce5___RS_Early.B 6724.JPG,Early Blight
data\raw\potato\Potato___Early_blight\7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,Early Blight
data\raw\potato\Potato___Early_blight\8493b49f-1b73-4d5c-b6f9-ae9a41091643___RS_Early.B 6720.JPG,Early Blight
data\raw\potato\Potato___Early_blight\db60c4cf-30f1-460c-a345-3045f192f725___RS_Early.B 6722.JPG,Early Blight
data\raw\potato\Potato___Late_blight\04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,Late Blight
data\raw\potato\Potato___Late_blight\44722935-fb60-4ecf-8503-f8258aa4e3e7___RS_LB 3225.JPG,Late Blight
data\raw\potato\Potato___Late_blight\5b816f46-32b8-4a67-9e73-760e3358bd06___RS_LB 3226.JPG,Late Blight
data\raw\potato\Potato___Late_blight\f27d1c83-25e9-4ab8-8970-3ddfd2a4c6fc___RS_LB 3230.JPG,Late Blight
data\raw\potato\Potato___Early_blight\a10b278a-fcce-4cf4-aada-254e89050be5___RS_Early.B 7524.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c71ad6f9-6258-4602-84dc-ecf75296672c___RS_Early.B 7525.JPG,Early Blight
data\raw\potato\Potato___Early_blight\f5ec7cce-c3cc-4b4a-b716-d70175b1dcd2___RS_Early.B 7520.JPG,Early Blight
data\raw\potato\Potato___Early_blight\f6d020f8-8578-4c96-afc2-a1e97adb1ea9___RS_Early.B 7521.JPG,Early Blight
data\raw\potato\Potato___Late_blight\3362decd-b0d5-4cc6-81f8-3c051a285875___RS_LB 4109.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4f138229-2f00-4374-9c16-3732660bf011___RS_LB 4105.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a7097c51-bb53-4149-8140-4b9c3d94dbd4___RS_LB 4108.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ce38cb15-70c8-4203-adbb-db648eb87554___RS_LB 4107.JPG,Late Blight
data\raw\potato\Potato___Late_blight\00695906-210d-4a9d-822e-986a17384115___RS_LB 4026.JPG,Late Blight
data\raw\potato\Potato___Late_blight\6fc1834e-7909-4177-9480-6cd9f23109b4___RS_LB 4023.JPG,Late Blight
data\raw\potato\Potato___Late_blight\bf6ce80d-ca31-4d72-b56a-dbd6e6f2847a___RS_LB 4022.JPG,Late Blight
data\raw\potato\Potato___Late_blight\c1389cbc-d327-478b-92b3-550c3210ed5a___RS_LB 4025.JPG,Late Blight
data\raw\potato\Potato___Late_blight\0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB 2581.JPG,Late Blight
data\raw\potato\Potato___Late_blight\b3123a68-bf01-4d71-a561-e1e7363a6419___RS_LB 2586.JPG,Late Blight
data\raw\potato\Potato___Late_blight\e28b4ead-09f5-4e34-a162-0e0268f53763___RS_LB 2583.JPG,Late Blight
data\raw\potato\Potato___Late_blight\fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,Late Blight
data\raw\potato\Potato___Early_blight\07baabd8-e118-47dd-9d8d-132d4347836a___RS_Early.B 8555.JPG,Early Blight
data\raw\potato\Potato___Early_blight\3b1e3161-b02e-4aa0-a490-8a50c242d10e___RS_Early.B 8553.JPG,Early Blight
data\raw\potato\Potato___Early_blight\585062b6-d5a4-4677-8b7f-773257399423___RS_Early.B 8558.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b14e0de2-ab48-45b5-9d4d-e45e7c88b68f___RS_Early.B 8554.JPG,Early Blight
data\raw\potato\Potato___Late_blight\1d05837e-11e4-40a4-8bd5-cfe5ad67365a___RS_LB 5428.JPG,Late Blight
data\raw\potato\Potato___Late_blight\625cf166-4cb5-4e6f-ac94-1193698388f2___RS_LB 5427.JPG,Late Blight
data\raw\potato\Potato___Late_blight\af13137c-1561-4c1c-b85b-5ec8930f2b38___RS_LB 5425.JPG,Late Blight
data\raw\potato\Potato___Late_blight\c7c82b7c-078f-4ba9-90e3-db36a73bda22___RS_LB 5430.JPG,Late Blight
data\raw\potato\Potato___Late_blight\201186ce-cec5-47ef-9f88-bd8c4abab2c8___RS_LB 2813.JPG,Late Blight
data\raw\potato\Potato___Late_blight\9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a1523281-33d2-4cc4-910a-3d614a4cd085___RS_LB 2816.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d30d25f1-74ca-42d3-804d-c31b06720c46___RS_LB 2817.JPG,Late Blight
data\raw\potato\Potato___Early_blight\065fc68f-88c9-4fc3-b0a6-a6f5e1072eaa___RS_Early.B 7174.JPG,Early Blight
data\raw\potato\Potato___Early_blight\5a152fa7-7645-42ea-9c59-13258febe52f___RS_Early.B 7175.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c5464947-d6f8-4d5e-9cad-009db19adf67___RS_Early.B 7181.JPG,Early Blight
data\raw\potato\Potato___Early_blight\e7cab6f5-308b-41ea-af82-e20cfe540729___RS_Early.B 7177.JPG,Early Blight
data\raw\potato\Potato___Late_blight\5239c829-457f-4e6c-b0af-ef5f58abddd0___RS_LB 5329.JPG,Late Blight
data\raw\potato\Potato___Late_blight\57462a7c-a8f4-4b99-b312-a8b6e6a0e6f0___RS_LB 5330.JPG,Late Blight
data\raw\potato\Potato___Late_blight\9e5a95bd-b8d0-455f-bc85-b51a2086c88b___RS_LB 5326.JPG,Late Blight
data\raw\potato\Potato___Late_blight\e10ce839-9da1-4f23-9b5e-c5483f6eabbd___RS_LB 5328.JPG,Late Blight
data\raw\potato\Potato___Late_blight\2438dfce-68a1-4026-a006-4c99a0f6259b___RS_LB 5116.JPG,Late Blight
data\raw\potato\Potato___Late_blight\6e5ae22d-5e91-4fed-b731-94f80ff63613___RS_LB 5113.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d4d37fcb-95c0-4e20-809c-6b92e6a565f3___RS_LB 5110.JPG,Late Blight
data\raw\potato\Potato___Late_blight\e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,Late Blight
data\raw\potato\Potato___Late_blight\77c271bd-0798-4336-8bea-f2a80e8e8906___RS_LB 3290.JPG,Late Blight
data\raw\potato\Potato___Late_blight\7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB 3289.JPG,Late Blight
data\raw\potato\Potato___Late_blight\b598f9a7-b582-4fef-9c3d-cc985f2f9c03___RS_LB 3294.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d78c58b2-c9d1-43f2-8b18-4455855c0f1f___RS_LB 3288.JPG,Late Blight
data\raw\potato\Potato___Early_blight\95cd8c85-b3b1-4d90-828d-1c93ea98977a___RS_Early.B 9109.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b3d44557-f696-4fc9-b144-dec4f4ba9452___RS_Early.B 9110.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c42b5e69-2673-42ef-8e14-a785fea3aad6___RS_Early.B 9107.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c653b79e-4f42-4a9e-8c5c-7a85483a3c29___RS_Early.B 9108.JPG,Early Blight
data\raw\potato\Potato___Late_blight\6a687e1b-15c3-4752-b428-e14cbe85feab___RS_LB 2803.JPG,Late Blight
data\raw\potato\Potato___Late_blight\be013aee-1311-4679-ae86-1c6fba5f55e5___RS_LB 2799.JPG,Late Blight
data\raw\potato\Potato___Late_blight\e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ea356b9c-9090-4f0d-9083-d1f63c77372d___RS_LB 2800.JPG,Late Blight
data\raw\potato\Potato___Early_blight\2cf993b6-98e7-4678-aea5-9177ea3b63bd___RS_Early.B 7692.JPG,Early Blight
data\raw\potato\Potato___Early_blight\51f13c93-c8b6-4542-a81b-cb1a2e83f179___RS_Early.B 7684.JPG,Early Blight
data\raw\potato\Potato___Early_blight\55daa016-a408-4de3-a79e-53d0ec53ea16___RS_Early.B 7686.JPG,Early Blight
data\raw\potato\Potato___Early_blight\9d2f37ae-aa02-4b04-b0cb-9fe125cfdbe2___RS_Early.B 7691.JPG,Early Blight
data\raw\potato\Potato___Early_blight\1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early.B 8912.JPG,Early Blight
data\raw\potato\Potato___Early_blight\3a314933-9e92-4c90-acc2-656a04c591e7___RS_Early.B 8906.JPG,Early Blight
data\raw\potato\Potato___Early_blight\8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,Early Blight
data\raw\potato\Potato___Early_blight\e50e7166-a67d-4207-a49c-0240b0218d48___RS_Early.B 8907.JPG,Early Blight
data\raw\potato\Potato___Early_blight\3e7543bc-4792-4b65-afd9-f9ccd52b7319___RS_Early.B 8571.JPG,Early Blight
data\raw\potato\Potato___Early_blight\8e99bd85-9c90-4d29-ba2c-2110f46cef07___RS_Early.B 8570.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b549ab3b-06f1-45ef-bf34-86071552d870___RS_Early.B 8576.JPG,Early Blight
data\raw\potato\Potato___Early_blight\b6c68639-ad01-41f9-a10c-4233423ea2b0___RS_Early.B 8573.JPG,Early Blight
data\raw\potato\Potato___Early_blight\3a8429cf-f8a7-4f64-a435-ec4f1ad692c7___RS_Early.B 8990.JPG,Early Blight
data\raw\potato\Potato___Early_blight\9ebf9d7d-0cfe-44f5-9126-89c70d38321a___RS_Early.B 8986.JPG,Early Blight
data\raw\potato\Potato___Early_blight\a08eec21-8500-4ac5-92a9-d9b14067f01c___RS_Early.B 8985.JPG,Early Blight
data\raw\potato\Potato___Early_blight\f7740cb1-3295-4022-ae6c-7ffeee775f6f___RS_Early.B 8991.JPG,Early Blight
data\raw\potato\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,Healthy
data\raw\potato\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,Healthy
data\raw\potato\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,Healthy
data\raw\potato\Potato___healthy\7bfda067-6e35-4af5-a9c4-4b3b5f357871___RS_HL 1813.JPG,Healthy
data\raw\potato\Potato___Late_blight\4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4d213f48-e73a-45bf-badd-ead51dda60b4___RS_LB 2981.JPG,Late Blight
data\raw\potato\Potato___Late_blight\8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB 2978.JPG,Late Blight
data\raw\potato\Potato___Late_blight\9e1dc573-9cc5-4bc1-9c95-63c7bfba54f1___RS_LB 2976.JPG,Late Blight
data\raw\potato\Potato___Early_blight\2cce6cd6-16c4-426f-84e6-2f3c192fac2c___RS_Early.B 8999.JPG,Early Blight
data\raw\potato\Potato___Early_blight\59f90f4b-add8-4f50-af1f-052b35aa99e1___RS_Early.B 9001.JPG,Early Blight
data\raw\potato\Potato___Early_blight\acff9d5e-4b38-4817-a239-93c115a0b3ff___RS_Early.B 8993.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c630212c-205f-469d-bb8d-9a143f65ab03___RS_Early.B 9000.JPG,Early Blight
data\raw\potato\Potato___Late_blight\38fa4c3b-0541-4d14-80e7-84a1153b9e5f___RS_LB 4713.JPG,Late Blight
data\raw\potato\Potato___Late_blight\430b0d0d-c0aa-4e5b-9826-34251466f735___RS_LB 4718.JPG,Late Blight
data\raw\potato\Potato___Late_blight\55987838-6174-4182-be76-78ddd50890fb___RS_LB 4714.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ec53a246-df50-44c1-a87c-c8296f25f20c___RS_LB 4717.JPG,Late Blight
data\raw\potato\Potato___Late_blight\19d8aac3-db88-4a07-84f2-40f7597c2a25___RS_LB 3867.JPG,Late Blight
data\raw\potato\Potato___Late_blight\85d60a7c-4a4c-4fcf-8743-21b4c03ff12c___RS_LB 3868.JPG,Late Blight
data\raw\potato\Potato___Late_blight\974344ba-438f-4190-b71c-875924190fdc___RS_LB 3866.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d385010f-53c1-4e7d-9fd3-50f0c98dc245___RS_LB 3865.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4f249e3b-92a0-43e5-a70d-fe3045630437___RS_LB 3913.JPG,Late Blight
data\raw\potato\Potato___Late_blight\58475c1a-a4c2-43bd-b361-60523b5c62d2___RS_LB 3912.JPG,Late Blight
data\raw\potato\Potato___Late_blight\7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG,Late Blight
data\raw\potato\Potato___Late_blight\fb9dc049-ec76-4502-9a11-13fb62a26ed4___RS_LB 3916.JPG,Late Blight
data\raw\potato\Potato___Early_blight\275c3337-11ee-487c-9093-bcd5e310c72c___RS_Early.B 7671.JPG,Early Blight
data\raw\potato\Potato___Early_blight\29978e78-7d4a-4fff-a659-52e45e9b96b3___RS_Early.B 7672.JPG,Early Blight
data\raw\potato\Potato___Early_blight\306c45ac-6f97-4b7e-9fad-1c8c39870138___RS_Early.B 7673.JPG,Early Blight
data\raw\potato\Potato___Early_blight\655010d0-0bf7-4cba-8ebe-591a8bc5f552___RS_Early.B 7668.JPG,Early Blight
data\raw\potato\Potato___Late_blight\006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,Late Blight
data\raw\potato\Potato___Late_blight\8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG,Late Blight
data\raw\potato\Potato___Late_blight\d38d9e28-89a0-4650-8a2d-dc5e6744b3b9___RS_LB 5204.JPG,Late Blight
data\raw\potato\Potato___Late_blight\dac19eb9-e4e3-4ca1-8183-268b839901c4___RS_LB 5208.JPG,Late Blight
data\raw\potato\Potato___Late_blight\05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Late Blight
data\raw\potato\Potato___Late_blight\0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB 3923.JPG,Late Blight
data\raw\potato\Potato___Late_blight\1a18d84a-8811-4806-830f-d10e98b1800e___RS_LB 3919.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ec88be1e-7e05-4fa4-b456-529d7f1bf81c___RS_LB 3922.JPG,Late Blight
data\raw\potato\Potato___Late_blight\06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,Late Blight
data\raw\potato\Potato___Late_blight\17d846d2-f2b7-4ba2-847c-7561159334a3___RS_LB 2695.JPG,Late Blight
data\raw\potato\Potato___Late_blight\50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,Late Blight
data\raw\potato\Potato___Late_blight\c7adbae8-04db-489d-b9e6-c12de387d25c___RS_LB 2697.JPG,Late Blight
data\raw\potato\Potato___Late_blight\1a5f4258-21df-4334-a933-2ef073c932ba___RS_LB 3089.JPG,Late Blight
data\raw\potato\Potato___Late_blight\4ca06863-f89b-497c-bd3a-9bca78f02942___RS_LB 3088.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a3389c1f-d888-430d-bcf7-a546247ad6d2___RS_LB 3092.JPG,Late Blight
data\raw\potato\Potato___Late_blight\bc91cb1b-aece-4108-92db-839a106351a5___RS_LB 3087.JPG,Late Blight
data\raw\potato\Potato___Early_blight\00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,Early Blight
data\raw\potato\Potato___Early_blight\4d943ff8-e048-43c6-8861-4cdc6adab6a0___RS_Early.B 8726.JPG,Early Blight
data\raw\potato\Potato___Early_blight\74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,Early Blight
data\raw\potato\Potato___Early_blight\8c1f94fb-d8e0-4607-a967-b71408dfd1ab___RS_Early.B 8723.JPG,Early Blight
data\raw\potato\Potato___Late_blight\939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ae20cc4e-fe37-48f0-9566-2d2efc5afd38___RS_LB 4290.JPG,Late Blight
data\raw\potato\Potato___Late_blight\b2492a9e-c038-48a7-8524-8f0aca7dc870___RS_LB 4291.JPG,Late Blight
data\raw\potato\Potato___Late_blight\f2676f08-798e-4291-8aa2-0655ca54cb07___RS_LB 4292.JPG,Late Blight
data\raw\potato\Potato___Late_blight\3cfeea97-88e1-42e6-b760-0fa125613e9c___RS_LB 4406.JPG,Late Blight
data\raw\potato\Potato___Late_blight\43396f0d-f05b-4dce-a209-9edcbd62d39c___RS_LB 4407.JPG,Late Blight
data\raw\potato\Potato___Late_blight\782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408.JPG,Late Blight
data\raw\potato\Potato___Late_blight\e749122f-0dcc-4613-87a9-5347a51a7b58___RS_LB 4409.JPG,Late Blight
data\raw\potato\Potato___Early_blight\17667077-cf29-4976-9282-359c6da25cf6___RS_Early.B 6971.JPG,Early Blight
data\raw\potato\Potato___Early_blight\38757e70-6278-4961-b1f3-19fccbb085f5___RS_Early.B 6968.JPG,Early Blight
data\raw\potato\Potato___Early_blight\838c8a0a-d112-4940-9a5d-221b4e9cc4c8___RS_Early.B 6967.JPG,Early Blight
data\raw\potato\Potato___Early_blight\d03ee4f8-b77d-4f0f-8d13-d0a019a37a66___RS_Early.B 6970.JPG,Early Blight
data\raw\potato\Potato___Early_blight\4bba904e-b4af-4a81-8252-b8d997bc5057___RS_Early.B 7695.JPG,Early Blight
data\raw\potato\Potato___Early_blight\af0ee942-50f5-43a7-a9fe-486ba1f5f989___RS_Early.B 7700.JPG,Early Blight
data\raw\potato\Potato___Early_blight\d472b6e3-a00c-4b4e-b13a-cdababff9d24___RS_Early.B 7699.JPG,Early Blight
data\raw\potato\Potato___Early_blight\ec4e730c-02c1-4b4e-b9fc-9387e2f30a8a___RS_Early.B 7701.JPG,Early Blight
data\raw\potato\Potato___Early_blight\08392b44-ecc6-4f38-8566-361b552cfe21___RS_Early.B 7393.JPG,Early Blight
data\raw\potato\Potato___Early_blight\98de061b-990e-4395-a50a-975c0fab5a4a___RS_Early.B 7394.JPG,Early Blight
data\raw\potato\Potato___Early_blight\a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398.JPG,Early Blight
data\raw\potato\Potato___Early_blight\c47fa8ac-b2a5-4470-bda6-26dec4000409___RS_Early.B 7395.JPG,Early Blight
data\raw\potato\Potato___Late_blight\227f2f04-4d59-48d9-958d-5cccc70d3f2b___RS_LB 2772.JPG,Late Blight
data\raw\potato\Potato___Late_blight\42bc0da9-199f-428f-854c-a9b05c57aa75___RS_LB 2770.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a4534f9b-87ca-4ce0-a6f8-84f94544ef37___RS_LB 2775.JPG,Late Blight
data\raw\potato\Potato___Late_blight\cdd030ec-609e-4f61-9335-6cf89a6f35d2___RS_LB 2776.JPG,Late Blight
data\raw\potato\Potato___Late_blight\031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,Late Blight
data\raw\potato\Potato___Late_blight\1a146bf4-5696-4e19-842e-9e0e1ac7ac6d___RS_LB 5023.JPG,Late Blight
data\raw\potato\Potato___Late_blight\531a9b98-e034-4a76-81f0-55f597552f6a___RS_LB 5021.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a2b27b82-4459-4dcb-a065-92a75f3c9c4b___RS_LB 5018.JPG,Late Blight
data\raw\potato\Potato___healthy\369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785.JPG,Healthy
data\raw\potato\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,Healthy
data\raw\potato\Potato___healthy\51a03694-82cd-43a5-9877-ddce42c1a5ad___RS_HL 1779.JPG,Healthy
data\raw\potato\Potato___healthy\f4be3632-42a1-415a-9f7e-1d5ecb9f49d7___RS_HL 1783.JPG,Healthy
data\raw\potato\Potato___Late_blight\2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB 2575.JPG,Late Blight
data\raw\potato\Potato___Late_blight\60463ced-752c-4af3-9082-1de380c572e4___RS_LB 2580.JPG,Late Blight
data\raw\potato\Potato___Late_blight\74d51dd6-7990-4d3a-95c6-5d67fac5cdad___RS_LB 2578.JPG,Late Blight
data\raw\potato\Potato___Late_blight\bf07f2b7-6ab3-4192-a418-ecabc32a11fe___RS_LB 2576.JPG,Late Blight
data\raw\potato\Potato___Early_blight\0caf6a39-3f5f-4201-a4d7-3ea35fdf1303___RS_Early.B 6762.JPG,Early Blight
data\raw\potato\Potato___Early_blight\434ccb1f-7a21-47f4-96b5-3e87bf5fe2a2___RS_Early.B 6760.JPG,Early Blight
data\raw\potato\Potato___Early_blight\6a903f3e-0c90-4b97-aad7-bdb1d07cb11e___RS_Early.B 6765.JPG,Early Blight
data\raw\potato\Potato___Early_blight\d24073c7-875b-4e86-b8cd-58853f13c191___RS_Early.B 6761.JPG,Early Blight
data\raw\potato\Potato___Late_blight\10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB 2725.JPG,Late Blight
data\raw\potato\Potato___Late_blight\1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Late Blight
data\raw\potato\Potato___Late_blight\1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB 2727.JPG,Late Blight
data\raw\potato\Potato___Late_blight\aaf6fed2-0c7d-47b5-99df-bb6950092fe5___RS_LB 2723.JPG,Late Blight
data\raw\potato\Potato___healthy\58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,Healthy
data\raw\potato\Potato___healthy\774875d3-438a-4305-afe2-7d59e2925dc4___RS_HL 1759.JPG,Healthy
data\raw\potato\Potato___healthy\907f26b7-a14f-463f-a41e-f35d6e0f1417___RS_HL 1757.JPG,Healthy
data\raw\potato\Potato___healthy\c9ad5c9a-c9b0-4e07-9e03-9e9edfd58a19___RS_HL 1755.JPG,Healthy
data\raw\potato\Potato___Late_blight\3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,Late Blight
data\raw\potato\Potato___Late_blight\a838f0ba-745a-4c0b-9895-f3349a6cee4a___RS_LB 4959.JPG,Late Blight
data\raw\potato\Potato___Late_blight\ae9e4c46-171c-460c-a37f-ddf13c260411___RS_LB 4961.JPG,Late Blight
